Year,Species,SpGroup,Catch/Capture(t)
1950,Narrow-barred Spanish mackerel,SEERFISH,603.475952148437
1950,Longtail tuna,TUNAS,517.271179199218
1950,Narrow-barred Spanish mackerel,SEERFISH,96.5240478515625
1950,Longtail tuna,TUNAS,82.7288208007812
1950,Narrow-barred Spanish mackerel,SEERFISH,0.0747582504274296
1950,Narrow-barred Spanish mackerel,SEERFISH,5.03190316420303
1950,Narrow-barred Spanish mackerel,SEERFISH,94.8933385853695
1950,Bigeye tuna,TUNAS,13.6109457015991
1950,Kawakawa,TUNAS,1.28517580032348
1950,Indo-Pacific sailfish,BILLFISH,5.64013338088989
1950,Skipjack tuna,TUNAS,20
1950,Swordfish,BILLFISH,13.0871257781982
1950,Yellowfin tuna,TUNAS,180
1950,Swordfish,BILLFISH,0.51607722043991
1950,Albacore,TUNAS,3.6179869097302
1950,Skipjack tuna,TUNAS,3.2761625033897
1950,Yellowfin tuna,TUNAS,67.1715390525959
1950,Albacore,TUNAS,2.3820130902698
1950,Skipjack tuna,TUNAS,11.7238374966103
1950,Yellowfin tuna,TUNAS,11.8284609474041
1950,Narrow-barred Spanish mackerel,SEERFISH,6.03251647949218
1950,Indo-Pacific king mackerel,SEERFISH,0.78586196899414
1950,Narrow-barred Spanish mackerel,SEERFISH,0.011684755794704
1950,Albacore,TUNAS,0.231242164969444
1950,Bigeye tuna,TUNAS,2.18666338920593
1950,Black Marlin,BILLFISH,1.09568762779235
1950,Bullet tuna,TUNAS,0.11739918589592
1950,Blue Marlin,BILLFISH,0.193736925721169
1950,Narrow-barred Spanish mackerel,SEERFISH,60.5082740783691
1950,Frigate tuna,TUNAS,13.5471420288085
1950,Indo-Pacific king mackerel,SEERFISH,29.6930656433105
1950,Kawakawa,TUNAS,18.6499805450439
1950,Longtail tuna,TUNAS,3.17018389701843
1950,Striped marlin,BILLFISH,0.706663131713867
1950,Indo-Pacific sailfish,BILLFISH,3.71811318397521
1950,Skipjack tuna,TUNAS,168.008407592773
1950,Swordfish,BILLFISH,0.584732413291931
1950,Yellowfin tuna,TUNAS,37.5003967285156
1950,Narrow-barred Spanish mackerel,SEERFISH,2.40432500839233
1950,Indo-Pacific king mackerel,SEERFISH,1.09389209747314
1950,Albacore,TUNAS,1.91438436508178
1950,Bigeye tuna,TUNAS,2.91255927085876
1950,Black Marlin,BILLFISH,0.836789011955261
1950,Bullet tuna,TUNAS,13.6202363967895
1950,Blue Marlin,BILLFISH,0.783001720905303
1950,Narrow-barred Spanish mackerel,SEERFISH,12.138123512268
1950,Frigate tuna,TUNAS,138.052749633789
1950,Indo-Pacific king mackerel,SEERFISH,0.582473635673522
1950,Kawakawa,TUNAS,92.4844512939453
1950,Longtail tuna,TUNAS,1.22969257831573
1950,Striped marlin,BILLFISH,0.414925843477249
1950,Indo-Pacific sailfish,BILLFISH,0.280306577682495
1950,Skipjack tuna,TUNAS,286.8955078125
1950,Swordfish,BILLFISH,0.0956496968865395
1950,Yellowfin tuna,TUNAS,92.5752944946289
1950,Frigate tuna,TUNAS,0.0490303374826908
1950,Kawakawa,TUNAS,1.62646198272705
1950,Skipjack tuna,TUNAS,228.197723388671
1950,Yellowfin tuna,TUNAS,204.784927368164
1950,Bullet tuna,TUNAS,0.666575670242309
1950,Frigate tuna,TUNAS,23.1423187255859
1950,Kawakawa,TUNAS,113.288711547851
1950,Skipjack tuna,TUNAS,0.155412748456001
1950,Yellowfin tuna,TUNAS,3.68318223953247
1950,Black Marlin,BILLFISH,4.61320638656616
1950,Bullet tuna,TUNAS,27.5073566436767
1950,Narrow-barred Spanish mackerel,SEERFISH,1846.92761230468
1950,Frigate tuna,TUNAS,221.764221191406
1950,Indo-Pacific king mackerel,SEERFISH,3528.61352539062
1950,Kawakawa,TUNAS,2041.79748535156
1950,Longtail tuna,TUNAS,41.1066818237304
1950,Indo-Pacific sailfish,BILLFISH,20.7128753662109
1950,Skipjack tuna,TUNAS,27.5624523162841
1950,Swordfish,BILLFISH,2.8920714855194
1950,Yellowfin tuna,TUNAS,21.3624572753906
1950,Bullet tuna,TUNAS,7.83301726231093
1950,Narrow-barred Spanish mackerel,SEERFISH,63.4531166500216
1950,Frigate tuna,TUNAS,59.0321497403658
1950,Indo-Pacific king mackerel,SEERFISH,15.3644378398658
1950,Kawakawa,TUNAS,267.156790687298
1950,Longtail tuna,TUNAS,0.104346822820163
1950,Skipjack tuna,TUNAS,0.410610804038734
1950,Yellowfin tuna,TUNAS,11.0979390736044
1950,Bullet tuna,TUNAS,8.69374111274686
1950,Narrow-barred Spanish mackerel,SEERFISH,0.889327294384735
1950,Frigate tuna,TUNAS,23.4859090364896
1950,Indo-Pacific king mackerel,SEERFISH,0.402353534712738
1950,Kawakawa,TUNAS,156.206429527546
1950,Skipjack tuna,TUNAS,0.211040189785271
1950,Yellowfin tuna,TUNAS,0.688244283634381
1950,Black Marlin,BILLFISH,0.189420729875565
1950,Bullet tuna,TUNAS,20.401532945743
1950,Narrow-barred Spanish mackerel,SEERFISH,74.6736083016874
1950,Frigate tuna,TUNAS,0.0490303374826908
1950,Indo-Pacific king mackerel,SEERFISH,249.827782600031
1950,Kawakawa,TUNAS,1.62646198272705
1950,Longtail tuna,TUNAS,0.0435949602504016
1950,Skipjack tuna,TUNAS,120.134056091308
1950,Yellowfin tuna,TUNAS,226.884017944335
1950,Kawakawa,TUNAS,86.3957290649414
1950,Longtail tuna,TUNAS,0.0317018106579781
1950,Skipjack tuna,TUNAS,2.61611461639404
1950,Yellowfin tuna,TUNAS,37.3843002319335
1950,Black Marlin,BILLFISH,19.2381114959716
1950,Bullet tuna,TUNAS,0.00888767559081316
1950,Narrow-barred Spanish mackerel,SEERFISH,970.042358398437
1950,Frigate tuna,TUNAS,115.760627746582
1950,Indo-Pacific king mackerel,SEERFISH,1853.29650878906
1950,Kawakawa,TUNAS,725.788513183593
1950,Longtail tuna,TUNAS,1.35683751106262
1950,Indo-Pacific sailfish,BILLFISH,86.3773498535156
1950,Skipjack tuna,TUNAS,9.00616931915283
1950,Swordfish,BILLFISH,12.0605888366699
1950,Yellowfin tuna,TUNAS,73.847801208496
1950,Black Marlin,BILLFISH,0.70305078595868
1950,Indo-Pacific king mackerel,SEERFISH,8.0697016818351
1950,Kawakawa,TUNAS,4.42363700177933
1950,Longtail tuna,TUNAS,0.282141186484734
1950,Indo-Pacific sailfish,BILLFISH,12.6164052669434
1950,Swordfish,BILLFISH,0.543342779656486
1950,Black Marlin,BILLFISH,19.6407270341818
1950,Narrow-barred Spanish mackerel,SEERFISH,73.0139389038085
1950,Indo-Pacific king mackerel,SEERFISH,0.211323904564805
1950,Kawakawa,TUNAS,24.6192695936822
1950,Longtail tuna,TUNAS,0.00147454451699112
1950,Indo-Pacific sailfish,BILLFISH,79.8020636371857
1950,Skipjack tuna,TUNAS,4.6882848739624
1950,Swordfish,BILLFISH,12.3570976679662
1950,Yellowfin tuna,TUNAS,37.3843002319336
1950,Black Marlin,BILLFISH,2.21298320624195
1950,Bullet tuna,TUNAS,0.00888767559081316
1950,Frigate tuna,TUNAS,83.5967254638671
1950,Indo-Pacific king mackerel,SEERFISH,131.21441203567
1950,Kawakawa,TUNAS,287.070450948483
1950,Longtail tuna,TUNAS,1.0732217800609
1950,Indo-Pacific sailfish,BILLFISH,8.85932021177669
1950,Skipjack tuna,TUNAS,0.0181314870715141
1950,Swordfish,BILLFISH,1.24064875335085
1950,Yellowfin tuna,TUNAS,12.5228195190429
1950,Narrow-barred Spanish mackerel,SEERFISH,134.929763793945
1950,Frigate tuna,TUNAS,28.7633457183837
1950,Indo-Pacific king mackerel,SEERFISH,245.680389404296
1950,Kawakawa,TUNAS,63.5862617492675
1950,Longtail tuna,TUNAS,359.009155273437
1950,Indo-Pacific sailfish,BILLFISH,16.6307964324951
1950,Yellowfin tuna,TUNAS,89.9552459716796
1950,Bullet tuna,TUNAS,4.68757200241088
1950,Frigate tuna,TUNAS,5.51479053497314
1950,Kawakawa,TUNAS,86.1342849731445
1950,Skipjack tuna,TUNAS,772.329162597656
1950,Yellowfin tuna,TUNAS,233.465087890625
1950,Kawakawa,TUNAS,100.268920898437
1950,Skipjack tuna,TUNAS,100.268920898437
1950,Yellowfin tuna,TUNAS,50.1344604492187
1950,Narrow-barred Spanish mackerel,SEERFISH,1588.72839355468
1950,Indo-Pacific king mackerel,SEERFISH,160.527954101562
1950,Kawakawa,TUNAS,121.956298828125
1950,Skipjack tuna,TUNAS,304.099304199218
1950,Yellowfin tuna,TUNAS,130.687576293945
1950,Kawakawa,TUNAS,238.567398071289
1950,Skipjack tuna,TUNAS,203.337097167968
1950,Yellowfin tuna,TUNAS,109.574562072753
1950,Bigeye tuna,TUNAS,2.46876049041748
1950,Bullet tuna,TUNAS,0.380145728588104
1950,Narrow-barred Spanish mackerel,SEERFISH,523.449523925781
1950,Frigate tuna,TUNAS,81.7161483764648
1950,Indo-Pacific king mackerel,SEERFISH,0.931131362915039
1950,Kawakawa,TUNAS,294.309997558593
1950,Longtail tuna,TUNAS,148.731948852539
1950,Indo-Pacific sailfish,BILLFISH,54.0151176452636
1950,Skipjack tuna,TUNAS,77.3802185058593
1950,Yellowfin tuna,TUNAS,62.6170082092285
1950,Frigate tuna,TUNAS,1377
1950,Skipjack tuna,TUNAS,8000
1950,Yellowfin tuna,TUNAS,1500
1950,Frigate tuna,TUNAS,123
1950,Narrow-barred Spanish mackerel,SEERFISH,543.646423339843
1950,Indo-Pacific king mackerel,SEERFISH,247.356826782226
1950,Kawakawa,TUNAS,1.50512898679467
1950,Longtail tuna,TUNAS,22.9619103050021
1950,Kawakawa,TUNAS,163.973500678547
1950,Longtail tuna,TUNAS,108.631053564681
1950,Kawakawa,TUNAS,0.521370334658621
1950,Longtail tuna,TUNAS,2.40255530513422
1950,Narrow-barred Spanish mackerel,SEERFISH,7.41877079010009
1950,Indo-Pacific king mackerel,SEERFISH,1.57797420024871
1950,Longtail tuna,TUNAS,0.00448082518278338
1950,Narrow-barred Spanish mackerel,SEERFISH,911.560791015625
1950,Frigate tuna,TUNAS,17.9264011383056
1950,Kawakawa,TUNAS,90.6739196777343
1950,Longtail tuna,TUNAS,516.367797851562
1950,Indo-Pacific sailfish,BILLFISH,34.3534507751464
1950,Skipjack tuna,TUNAS,9.5719985961914
1950,Yellowfin tuna,TUNAS,374.933016058565
1950,Narrow-barred Spanish mackerel,SEERFISH,351.620483398437
1950,Frigate tuna,TUNAS,6.91483211517333
1950,Kawakawa,TUNAS,34.9760589599609
1950,Longtail tuna,TUNAS,199.180892944335
1950,Indo-Pacific sailfish,BILLFISH,13.2513122558593
1950,Skipjack tuna,TUNAS,0.10323129594326
1950,Yellowfin tuna,TUNAS,162.432571143001
1950,Yellowfin tuna,TUNAS,5.11958888485944
1950,Bullet tuna,TUNAS,14.8334941864013
1950,Narrow-barred Spanish mackerel,SEERFISH,416.575103759765
1950,Frigate tuna,TUNAS,89.9801177978515
1950,Indo-Pacific king mackerel,SEERFISH,130.424911499023
1950,Kawakawa,TUNAS,170
1950,Longtail tuna,TUNAS,493
1950,Skipjack tuna,TUNAS,479
1950,Yellowfin tuna,TUNAS,351
1950,Albacore,TUNAS,0.00203660288055513
1950,Bigeye tuna,TUNAS,0.0258605022826642
1950,Bullet tuna,TUNAS,0.00675949027993348
1950,Narrow-barred Spanish mackerel,SEERFISH,752.818617366014
1950,Frigate tuna,TUNAS,11.9167055721736
1950,Indo-Pacific king mackerel,SEERFISH,136.135824018603
1950,Kawakawa,TUNAS,352.249653676495
1950,Longtail tuna,TUNAS,327.704392928677
1950,Skipjack tuna,TUNAS,6.51797192064333
1950,Yellowfin tuna,TUNAS,10.6515495077959
1950,Albacore,TUNAS,0.00479647523384436
1950,Bigeye tuna,TUNAS,0.117459246539045
1950,Bullet tuna,TUNAS,0.0007464640055868
1950,Narrow-barred Spanish mackerel,SEERFISH,21.674341276319
1950,Frigate tuna,TUNAS,0.148432692723528
1950,Indo-Pacific king mackerel,SEERFISH,0.135433217602407
1950,Kawakawa,TUNAS,11.0003646935316
1950,Longtail tuna,TUNAS,10.5915786048799
1950,Skipjack tuna,TUNAS,0.765375729872918
1950,Yellowfin tuna,TUNAS,216.142518274717
1950,Albacore,TUNAS,0.00315790716750388
1950,Bigeye tuna,TUNAS,0.126664338993126
1950,Bullet tuna,TUNAS,0.00194420738430716
1950,Narrow-barred Spanish mackerel,SEERFISH,25.5070413576665
1950,Frigate tuna,TUNAS,0.409930853657477
1950,Indo-Pacific king mackerel,SEERFISH,2.20216195324802
1950,Kawakawa,TUNAS,18.9414958344982
1950,Longtail tuna,TUNAS,4.4250455911296
1950,Skipjack tuna,TUNAS,2.73891807002719
1950,Yellowfin tuna,TUNAS,1.60993661748231
1951,Narrow-barred Spanish mackerel,SEERFISH,603.475952148437
1951,Longtail tuna,TUNAS,517.271179199218
1951,Narrow-barred Spanish mackerel,SEERFISH,96.5240478515625
1951,Longtail tuna,TUNAS,82.7288208007812
1951,Narrow-barred Spanish mackerel,SEERFISH,0.0747582504274296
1951,Narrow-barred Spanish mackerel,SEERFISH,5.03190316420303
1951,Narrow-barred Spanish mackerel,SEERFISH,94.8933385853695
1951,Bigeye tuna,TUNAS,13.52206325531
1951,Kawakawa,TUNAS,1.36070787906646
1951,Indo-Pacific sailfish,BILLFISH,5.64013338088989
1951,Skipjack tuna,TUNAS,21.175437927246
1951,Swordfish,BILLFISH,13.0871257781982
1951,Yellowfin tuna,TUNAS,178.824569702148
1951,Swordfish,BILLFISH,0.51607722043991
1951,Albacore,TUNAS,3.6179869097302
1951,Skipjack tuna,TUNAS,3.2761625033897
1951,Yellowfin tuna,TUNAS,67.1715390525959
1951,Albacore,TUNAS,2.3820130902698
1951,Skipjack tuna,TUNAS,11.7238374966103
1951,Yellowfin tuna,TUNAS,11.8284609474041
1951,Narrow-barred Spanish mackerel,SEERFISH,34.7765426635742
1951,Indo-Pacific king mackerel,SEERFISH,4.53037548065185
1951,Narrow-barred Spanish mackerel,SEERFISH,0.0673608481884003
1951,Albacore,TUNAS,1.33333802223205
1951,Bigeye tuna,TUNAS,12.6082611083984
1951,Black Marlin,BILLFISH,6.3164734840393
1951,Bullet tuna,TUNAS,0.676921606063842
1951,Blue Marlin,BILLFISH,1.11686408519744
1951,Narrow-barred Spanish mackerel,SEERFISH,348.821044921875
1951,Frigate tuna,TUNAS,78.1125717163085
1951,Indo-Pacific king mackerel,SEERFISH,171.176025390625
1951,Kawakawa,TUNAS,107.535446166992
1951,Longtail tuna,TUNAS,18.2792224884033
1951,Striped marlin,BILLFISH,4.07380580902099
1951,Indo-Pacific sailfish,BILLFISH,21.4343605041503
1951,Skipjack tuna,TUNAS,968.7333984375
1951,Swordfish,BILLFISH,3.37089395523071
1951,Yellowfin tuna,TUNAS,216.226608276367
1951,Narrow-barred Spanish mackerel,SEERFISH,13.8605699539184
1951,Indo-Pacific king mackerel,SEERFISH,6.30612182617187
1951,Albacore,TUNAS,11.0383052825927
1951,Bigeye tuna,TUNAS,16.7937641143798
1951,Black Marlin,BILLFISH,4.82396221160888
1951,Bullet tuna,TUNAS,78.5340347290039
1951,Blue Marlin,BILLFISH,4.51388645172119
1951,Narrow-barred Spanish mackerel,SEERFISH,69.9744491577148
1951,Frigate tuna,TUNAS,796.009643554687
1951,Indo-Pacific king mackerel,SEERFISH,3.35787224769592
1951,Kawakawa,TUNAS,533.263671875
1951,Longtail tuna,TUNAS,7.0903844833374
1951,Striped marlin,BILLFISH,2.39198470115661
1951,Indo-Pacific sailfish,BILLFISH,1.61592495441436
1951,Skipjack tuna,TUNAS,1654.23413085937
1951,Swordfish,BILLFISH,0.551406025886535
1951,Yellowfin tuna,TUNAS,533.787475585937
1951,Frigate tuna,TUNAS,0.00911036692559719
1951,Kawakawa,TUNAS,0.273999661207199
1951,Skipjack tuna,TUNAS,222.971817016601
1951,Yellowfin tuna,TUNAS,62.4658432006835
1951,Bullet tuna,TUNAS,0.123856969177723
1951,Frigate tuna,TUNAS,4.30009317398071
1951,Kawakawa,TUNAS,19.0850257873535
1951,Skipjack tuna,TUNAS,0.151853680610657
1951,Yellowfin tuna,TUNAS,1.12348639965057
1951,Black Marlin,BILLFISH,3.6905653476715
1951,Bullet tuna,TUNAS,5.11116409301757
1951,Narrow-barred Spanish mackerel,SEERFISH,1606.68676757812
1951,Frigate tuna,TUNAS,41.2061882019042
1951,Indo-Pacific king mackerel,SEERFISH,2626.18603515625
1951,Kawakawa,TUNAS,343.968597412109
1951,Longtail tuna,TUNAS,32.6984977722167
1951,Indo-Pacific sailfish,BILLFISH,16.5702991485595
1951,Skipjack tuna,TUNAS,26.9312515258789
1951,Swordfish,BILLFISH,2.31365704536437
1951,Yellowfin tuna,TUNAS,6.51622104644775
1951,Bullet tuna,TUNAS,1.45545938701541
1951,Narrow-barred Spanish mackerel,SEERFISH,55.1993938004237
1951,Frigate tuna,TUNAS,10.9688116440406
1951,Indo-Pacific king mackerel,SEERFISH,11.4350490959473
1951,Kawakawa,TUNAS,45.0061975676438
1951,Longtail tuna,TUNAS,0.0830031566658398
1951,Skipjack tuna,TUNAS,0.401207510395683
1951,Yellowfin tuna,TUNAS,3.38522028923035
1951,Bullet tuna,TUNAS,1.61539119436285
1951,Narrow-barred Spanish mackerel,SEERFISH,0.773647223838794
1951,Frigate tuna,TUNAS,4.363935815371
1951,Indo-Pacific king mackerel,SEERFISH,0.299453352691508
1951,Kawakawa,TUNAS,26.3150991242507
1951,Skipjack tuna,TUNAS,0.206207212046943
1951,Yellowfin tuna,TUNAS,0.209936141967773
1951,Black Marlin,BILLFISH,0.151536583900452
1951,Bullet tuna,TUNAS,3.79082563474723
1951,Narrow-barred Spanish mackerel,SEERFISH,64.9603696202687
1951,Frigate tuna,TUNAS,0.00911036692559719
1951,Indo-Pacific king mackerel,SEERFISH,185.935404167572
1951,Kawakawa,TUNAS,0.273999661207199
1951,Longtail tuna,TUNAS,0.0346778101882557
1951,Skipjack tuna,TUNAS,117.382896423339
1951,Yellowfin tuna,TUNAS,69.2067642211914
1951,Kawakawa,TUNAS,14.5545358657836
1951,Longtail tuna,TUNAS,0.0252173487097025
1951,Skipjack tuna,TUNAS,2.5562036037445
1951,Yellowfin tuna,TUNAS,11.4033870697021
1951,Black Marlin,BILLFISH,15.3904886245727
1951,Bullet tuna,TUNAS,0.00165142619516701
1951,Narrow-barred Spanish mackerel,SEERFISH,843.863220214843
1951,Frigate tuna,TUNAS,21.5095748901367
1951,Indo-Pacific king mackerel,SEERFISH,1379.32409667968
1951,Kawakawa,TUNAS,122.26895904541
1951,Longtail tuna,TUNAS,1.07930254936218
1951,Indo-Pacific sailfish,BILLFISH,69.1018829345703
1951,Skipjack tuna,TUNAS,8.7999210357666
1951,Swordfish,BILLFISH,9.64847183227539
1951,Yellowfin tuna,TUNAS,22.5259017944335
1951,Black Marlin,BILLFISH,0.562440628766944
1951,Indo-Pacific king mackerel,SEERFISH,6.00591086870174
1951,Kawakawa,TUNAS,0.74522187343102
1951,Longtail tuna,TUNAS,0.224430487142314
1951,Indo-Pacific sailfish,BILLFISH,10.0931242135547
1951,Swordfish,BILLFISH,0.434674223725189
1951,Black Marlin,BILLFISH,15.7125816273455
1951,Narrow-barred Spanish mackerel,SEERFISH,63.5165863037109
1951,Indo-Pacific king mackerel,SEERFISH,0.157278742794074
1951,Kawakawa,TUNAS,4.14745111358087
1951,Longtail tuna,TUNAS,0.00117293312750442
1951,Indo-Pacific sailfish,BILLFISH,63.8416509097485
1951,Skipjack tuna,TUNAS,4.58091926574707
1951,Swordfish,BILLFISH,9.88567813437294
1951,Yellowfin tuna,TUNAS,11.4033870697021
1951,Black Marlin,BILLFISH,1.77038658883542
1951,Bullet tuna,TUNAS,0.00165142619516701
1951,Frigate tuna,TUNAS,15.5331754684448
1951,Indo-Pacific king mackerel,SEERFISH,97.6569016360628
1951,Kawakawa,TUNAS,48.3609242725096
1951,Longtail tuna,TUNAS,0.853699143993525
1951,Indo-Pacific sailfish,BILLFISH,7.08745597868649
1951,Skipjack tuna,TUNAS,0.0177162624895573
1951,Swordfish,BILLFISH,0.992518978838818
1951,Yellowfin tuna,TUNAS,3.8198537826538
1951,Narrow-barred Spanish mackerel,SEERFISH,134.929763793945
1951,Frigate tuna,TUNAS,28.7633457183837
1951,Indo-Pacific king mackerel,SEERFISH,245.680389404296
1951,Kawakawa,TUNAS,63.5862617492675
1951,Longtail tuna,TUNAS,359.009155273437
1951,Indo-Pacific sailfish,BILLFISH,16.6307964324951
1951,Yellowfin tuna,TUNAS,89.9552459716796
1951,Bullet tuna,TUNAS,7.00986766815185
1951,Frigate tuna,TUNAS,8.24690341949462
1951,Kawakawa,TUNAS,128.806533813476
1951,Skipjack tuna,TUNAS,1154.95300292968
1951,Yellowfin tuna,TUNAS,349.127319335937
1951,Kawakawa,TUNAS,149.943695068359
1951,Skipjack tuna,TUNAS,149.943695068359
1951,Yellowfin tuna,TUNAS,74.9718475341796
1951,Narrow-barred Spanish mackerel,SEERFISH,2340.74194335937
1951,Indo-Pacific king mackerel,SEERFISH,236.512725830078
1951,Kawakawa,TUNAS,182.375335693359
1951,Skipjack tuna,TUNAS,454.754791259765
1951,Yellowfin tuna,TUNAS,195.432235717773
1951,Kawakawa,TUNAS,356.757385253906
1951,Skipjack tuna,TUNAS,304.073425292968
1951,Yellowfin tuna,TUNAS,163.859497070312
1951,Bigeye tuna,TUNAS,2.62132430076599
1951,Bullet tuna,TUNAS,0.403637886047363
1951,Narrow-barred Spanish mackerel,SEERFISH,555.797546386718
1951,Frigate tuna,TUNAS,86.7660217285156
1951,Indo-Pacific king mackerel,SEERFISH,0.988673150539398
1951,Kawakawa,TUNAS,312.49771118164
1951,Longtail tuna,TUNAS,157.923248291015
1951,Indo-Pacific sailfish,BILLFISH,57.3531303405761
1951,Skipjack tuna,TUNAS,82.1621398925781
1951,Yellowfin tuna,TUNAS,66.4865951538085
1951,Frigate tuna,TUNAS,1377
1951,Skipjack tuna,TUNAS,8000
1951,Yellowfin tuna,TUNAS,1500
1951,Frigate tuna,TUNAS,123
1951,Narrow-barred Spanish mackerel,SEERFISH,407.734832763671
1951,Indo-Pacific king mackerel,SEERFISH,185.517623901367
1951,Kawakawa,TUNAS,1.00644167189282
1951,Longtail tuna,TUNAS,15.2508210234716
1951,Kawakawa,TUNAS,109.644931176619
1951,Longtail tuna,TUNAS,72.1504758750492
1951,Kawakawa,TUNAS,0.348627151488596
1951,Longtail tuna,TUNAS,1.59572703102198
1951,Narrow-barred Spanish mackerel,SEERFISH,5.56407785415649
1951,Indo-Pacific king mackerel,SEERFISH,1.18348062038421
1951,Longtail tuna,TUNAS,0.0029760704572218
1951,Narrow-barred Spanish mackerel,SEERFISH,911.560791015625
1951,Frigate tuna,TUNAS,17.9264011383056
1951,Kawakawa,TUNAS,90.6739196777343
1951,Longtail tuna,TUNAS,516.367797851562
1951,Indo-Pacific sailfish,BILLFISH,34.3534507751464
1951,Skipjack tuna,TUNAS,9.5719985961914
1951,Yellowfin tuna,TUNAS,374.933016058565
1951,Narrow-barred Spanish mackerel,SEERFISH,351.620483398437
1951,Frigate tuna,TUNAS,6.91483211517333
1951,Kawakawa,TUNAS,34.9760589599609
1951,Longtail tuna,TUNAS,199.180892944335
1951,Indo-Pacific sailfish,BILLFISH,13.2513122558593
1951,Skipjack tuna,TUNAS,0.10323129594326
1951,Yellowfin tuna,TUNAS,162.432571143001
1951,Yellowfin tuna,TUNAS,5.11958888485944
1951,Bullet tuna,TUNAS,14.8334941864013
1951,Narrow-barred Spanish mackerel,SEERFISH,416.575103759765
1951,Frigate tuna,TUNAS,89.9801177978515
1951,Indo-Pacific king mackerel,SEERFISH,130.424911499023
1951,Kawakawa,TUNAS,170
1951,Longtail tuna,TUNAS,493
1951,Skipjack tuna,TUNAS,479
1951,Yellowfin tuna,TUNAS,351
1951,Albacore,TUNAS,0.00203660288055513
1951,Bigeye tuna,TUNAS,0.0258605022826642
1951,Bullet tuna,TUNAS,0.00675949027993348
1951,Narrow-barred Spanish mackerel,SEERFISH,752.818617366014
1951,Frigate tuna,TUNAS,11.9167055721736
1951,Indo-Pacific king mackerel,SEERFISH,136.135824018603
1951,Kawakawa,TUNAS,352.249653676495
1951,Longtail tuna,TUNAS,327.704392928677
1951,Skipjack tuna,TUNAS,6.51797192064333
1951,Yellowfin tuna,TUNAS,10.6515495077959
1951,Albacore,TUNAS,0.00479647523384436
1951,Bigeye tuna,TUNAS,0.117459246539045
1951,Bullet tuna,TUNAS,0.0007464640055868
1951,Narrow-barred Spanish mackerel,SEERFISH,21.674341276319
1951,Frigate tuna,TUNAS,0.148432692723528
1951,Indo-Pacific king mackerel,SEERFISH,0.135433217602407
1951,Kawakawa,TUNAS,11.0003646935316
1951,Longtail tuna,TUNAS,10.5915786048799
1951,Skipjack tuna,TUNAS,0.765375729872918
1951,Yellowfin tuna,TUNAS,216.142518274717
1951,Albacore,TUNAS,0.00315790716750388
1951,Bigeye tuna,TUNAS,0.126664338993126
1951,Bullet tuna,TUNAS,0.00194420738430716
1951,Narrow-barred Spanish mackerel,SEERFISH,25.5070413576665
1951,Frigate tuna,TUNAS,0.409930853657477
1951,Indo-Pacific king mackerel,SEERFISH,2.20216195324802
1951,Kawakawa,TUNAS,18.9414958344982
1951,Longtail tuna,TUNAS,4.4250455911296
1951,Skipjack tuna,TUNAS,2.73891807002719
1951,Yellowfin tuna,TUNAS,1.60993661748231
1952,Narrow-barred Spanish mackerel,SEERFISH,603.475952148437
1952,Longtail tuna,TUNAS,517.271179199218
1952,Narrow-barred Spanish mackerel,SEERFISH,96.5240478515625
1952,Longtail tuna,TUNAS,82.7288208007812
1952,Narrow-barred Spanish mackerel,SEERFISH,0.0747582504274296
1952,Southern bluefin tuna,TUNAS,0.0204438367529733
1952,Narrow-barred Spanish mackerel,SEERFISH,5.03190316420303
1952,Southern bluefin tuna,TUNAS,55.5407902065387
1952,Narrow-barred Spanish mackerel,SEERFISH,94.8933385853695
1952,Southern bluefin tuna,TUNAS,44.4387659567083
1952,Bigeye tuna,TUNAS,6.71659088134765
1952,Kawakawa,TUNAS,0.718120038509368
1952,Indo-Pacific sailfish,BILLFISH,2.82006669044494
1952,Skipjack tuna,TUNAS,11.1754369735717
1952,Swordfish,BILLFISH,6.54356288909912
1952,Yellowfin tuna,TUNAS,88.8245620727539
1952,Swordfish,BILLFISH,0.258038610219955
1952,Albacore,TUNAS,3.6179869097302
1952,Skipjack tuna,TUNAS,3.2761625033897
1952,Yellowfin tuna,TUNAS,67.1715390525959
1952,Albacore,TUNAS,2.3820130902698
1952,Skipjack tuna,TUNAS,11.7238374966103
1952,Yellowfin tuna,TUNAS,11.8284609474041
1952,Narrow-barred Spanish mackerel,SEERFISH,37.7980041503906
1952,Indo-Pacific king mackerel,SEERFISH,4.92398405075073
1952,Narrow-barred Spanish mackerel,SEERFISH,0.0732133015990257
1952,Albacore,TUNAS,1.44922316074371
1952,Bigeye tuna,TUNAS,13.7040891647338
1952,Black Marlin,BILLFISH,6.86526155471801
1952,Bullet tuna,TUNAS,0.735755205154418
1952,Blue Marlin,BILLFISH,1.21389949321746
1952,Narrow-barred Spanish mackerel,SEERFISH,379.127349853515
1952,Frigate tuna,TUNAS,84.9016036987304
1952,Indo-Pacific king mackerel,SEERFISH,186.048156738281
1952,Kawakawa,TUNAS,116.881729125976
1952,Longtail tuna,TUNAS,19.8679332733154
1952,Striped marlin,BILLFISH,4.42774677276611
1952,Indo-Pacific sailfish,BILLFISH,23.2966213226318
1952,Skipjack tuna,TUNAS,1052.92944335937
1952,Swordfish,BILLFISH,3.66376399993896
1952,Yellowfin tuna,TUNAS,235.019622802734
